Cr	Ni	Mo	Mn	Si	Nb	Ti	Zr	Ta	V	W	Cu	N	C	B	P	S	Co	Al	Sn	Pb	Solution_treatment_temperature	Solution_treatment_time(s)	WQ	AQ	GS	Type of melting	Size of ingot	Product form	Temperature (K)	YS(MPa)	UTS(MPa)	El(%)	Area_reduction (%)	Comments
21.05	31.76	0.012	1.34	0.5	0	0.45	0	0	0	0	0.06	0.0114	0.05	0	0.014	0.007	0.028	0.52	0	0	1423	360	1	0	111.4304721	2	2.9	1	673	216	491	42	69	NRIM/CDS/No26B/1998 fCE
21.05	31.76	0.012	1.34	0.5	0	0.45	0	0	0	0	0.06	0.0114	0.05	0	0.014	0.007	0.028	0.52	0	0	1423	360	1	0	111.4304721	2	2.9	1	773	188	462	44	66	NRIM/CDS/No26B/1998 fCE
21.05	31.76	0.012	1.34	0.5	0	0.45	0	0	0	0	0.06	0.0114	0.05	0	0.014	0.007	0.028	0.52	0	0	1423	360	1	0	111.4304721	2	2.9	1	873	172	430	44	63	NRIM/CDS/No26B/1998 fCE
21.05	31.76	0.012	1.34	0.5	0	0.45	0	0	0	0	0.06	0.0114	0.05	0	0.014	0.007	0.028	0.52	0	0	1423	360	1	0	111.4304721	2	2.9	1	973	181	338	34	34	NRIM/CDS/No26B/1998 fCE
21.05	31.76	0.012	1.34	0.5	0	0.45	0	0	0	0	0.06	0.0114	0.05	0	0.014	0.007	0.028	0.52	0	0	1423	360	1	0	111.4304721	2	2.9	1	1073	115	203	72	55	NRIM/CDS/No26B/1998 fCE
21.05	31.76	0.012	1.34	0.5	0	0.45	0	0	0	0	0.06	0.0114	0.05	0	0.014	0.007	0.028	0.52	0	0	1423	360	1	0	111.4304721	2	2.9	1	1173	64	102	100	71	NRIM/CDS/No26B/1998 fCE
21.05	31.76	0.012	1.34	0.5	0	0.45	0	0	0	0	0.06	0.0114	0.05	0	0.014	0.007	0.028	0.52	0	0	1423	360	1	0	111.4304721	2	2.9	1	1273	35	58	128	89	NRIM/CDS/No26B/1998 fCE
20.65	32.08	0.03	1.19	0.56	0	0.29	0	0	0	0	0.06	0.024	0.055	0	0.015	0.005	0.37	0.25	0	0	Na	Na	Na	Na	73.51669472	1	3	1	298	226	545	52	77	NRIM/CDS/No26B/1998 fCF
20.65	32.08	0.03	1.19	0.56	0	0.29	0	0	0	0	0.06	0.024	0.055	0	0.015	0.005	0.37	0.25	0	0	Na	Na	Na	Na	73.51669472	1	3	1	373	204	503	50	80	NRIM/CDS/No26B/1998 fCF
20.65	32.08	0.03	1.19	0.56	0	0.29	0	0	0	0	0.06	0.024	0.055	0	0.015	0.005	0.37	0.25	0	0	Na	Na	Na	Na	73.51669472	1	3	1	473	186	480	46	75	NRIM/CDS/No26B/1998 fCF
20.65	32.08	0.03	1.19	0.56	0	0.29	0	0	0	0	0.06	0.024	0.055	0	0.015	0.005	0.37	0.25	0	0	Na	Na	Na	Na	73.51669472	1	3	1	573	159	478	47	74	NRIM/CDS/No26B/1998 fCF
20.65	32.08	0.03	1.19	0.56	0	0.29	0	0	0	0	0.06	0.024	0.055	0	0.015	0.005	0.37	0.25	0	0	Na	Na	Na	Na	73.51669472	1	3	1	673	166	482	49	68	NRIM/CDS/No26B/1998 fCF
20.65	32.08	0.03	1.19	0.56	0	0.29	0	0	0	0	0.06	0.024	0.055	0	0.015	0.005	0.37	0.25	0	0	Na	Na	Na	Na	73.51669472	1	3	1	773	148	477	51	66	NRIM/CDS/No26B/1998 fCF
20.65	32.08	0.03	1.19	0.56	0	0.29	0	0	0	0	0.06	0.024	0.055	0	0.015	0.005	0.37	0.25	0	0	Na	Na	Na	Na	73.51669472	1	3	1	873	143	433	46	58	NRIM/CDS/No26B/1998 fCF
20.65	32.08	0.03	1.19	0.56	0	0.29	0	0	0	0	0.06	0.024	0.055	0	0.015	0.005	0.37	0.25	0	0	Na	Na	Na	Na	73.51669472	1	3	1	973	137	326	48	46	NRIM/CDS/No26B/1998 fCF
20.65	32.08	0.03	1.19	0.56	0	0.29	0	0	0	0	0.06	0.024	0.055	0	0.015	0.005	0.37	0.25	0	0	Na	Na	Na	Na	73.51669472	1	3	1	1073	117	194	82	65	NRIM/CDS/No26B/1998 fCF
20.65	32.08	0.03	1.19	0.56	0	0.29	0	0	0	0	0.06	0.024	0.055	0	0.015	0.005	0.37	0.25	0	0	Na	Na	Na	Na	73.51669472	1	3	1	1173	70	112	105	77	NRIM/CDS/No26B/1998 fCF
20.65	32.08	0.03	1.19	0.56	0	0.29	0	0	0	0	0.06	0.024	0.055	0	0.015	0.005	0.37	0.25	0	0	Na	Na	Na	Na	73.51669472	1	3	1	1273	42	68	89	80	NRIM/CDS/No26B/1998 fCF
20.9	34.45	0.11	0.95	0.44	0	0.43	0	0	0	0	0.08	0.013	0.06	0	0.014	0.008	0.33	0.46	0	0	1423	660	1	0	84.44850629	3	1.6	2	298	240	590	48	76	NRIM/CDS/No27A/1983 fdA
20.9	34.45	0.11	0.95	0.44	0	0.43	0	0	0	0	0.08	0.013	0.06	0	0.014	0.008	0.33	0.46	0	0	1423	660	1	0	84.44850629	3	1.6	2	373	190	540	49	74	NRIM/CDS/No27A/1983 fdA
20.9	34.45	0.11	0.95	0.44	0	0.43	0	0	0	0	0.08	0.013	0.06	0	0.014	0.008	0.33	0.46	0	0	1423	660	1	0	84.44850629	3	1.6	2	473	170	510	46	72	NRIM/CDS/No27A/1983 fdA
20.9	34.45	0.11	0.95	0.44	0	0.43	0	0	0	0	0.08	0.013	0.06	0	0.014	0.008	0.33	0.46	0	0	1423	660	1	0	84.44850629	3	1.6	2	573	150	510	47	67	NRIM/CDS/No27A/1983 fdA
20.9	34.45	0.11	0.95	0.44	0	0.43	0	0	0	0	0.08	0.013	0.06	0	0.014	0.008	0.33	0.46	0	0	1423	660	1	0	84.44850629	3	1.6	2	673	150	510	49	62	NRIM/CDS/No27A/1983 fdA
20.9	34.45	0.11	0.95	0.44	0	0.43	0	0	0	0	0.08	0.013	0.06	0	0.014	0.008	0.33	0.46	0	0	1423	660	1	0	84.44850629	3	1.6	2	773	170	510	50	62	NRIM/CDS/No27A/1983 fdA
20.9	34.45	0.11	0.95	0.44	0	0.43	0	0	0	0	0.08	0.013	0.06	0	0.014	0.008	0.33	0.46	0	0	1423	660	1	0	84.44850629	3	1.6	2	873	140	470	48	64	NRIM/CDS/No27A/1983 fdA
20.9	34.45	0.11	0.95	0.44	0	0.43	0	0	0	0	0.08	0.013	0.06	0	0.014	0.008	0.33	0.46	0	0	1423	660	1	0	84.44850629	3	1.6	2	973	130	370	53	52	NRIM/CDS/No27A/1983 fdA
20.9	34.45	0.11	0.95	0.44	0	0.43	0	0	0	0	0.08	0.013	0.06	0	0.014	0.008	0.33	0.46	0	0	1423	660	1	0	84.44850629	3	1.6	2	1073	130	210	95	73	NRIM/CDS/No27A/1983 fdA
20.9	34.45	0.11	0.95	0.44	0	0.43	0	0	0	0	0.08	0.013	0.06	0	0.014	0.008	0.33	0.46	0	0	1423	660	1	0	84.44850629	3	1.6	2	1173	74	120	113	84	NRIM/CDS/No27A/1983 fdA
20.9	34.45	0.11	0.95	0.44	0	0.43	0	0	0	0	0.08	0.013	0.06	0	0.014	0.008	0.33	0.46	0	0	1423	660	1	0	84.44850629	3	1.6	2	1273	50	76	94	92	NRIM/CDS/No27A/1983 fdA
20.7	31.83	0.02	1.13	0.39	0	0.48	0	0	0	0	0.32	0.01	0.09	0	0.013	0.007	0.32	0.5	0	0	1413	1800	1	0	42.22425314	2	1.282	2	298	270	600	46	65	NRIM/CDS/No27A/1983 fdB
20.7	31.83	0.02	1.13	0.39	0	0.48	0	0	0	0	0.32	0.01	0.09	0	0.013	0.007	0.32	0.5	0	0	1413	1800	1	0	42.22425314	2	1.282	2	373	240	560	47	64	NRIM/CDS/No27A/1983 fdB
20.7	31.83	0.02	1.13	0.39	0	0.48	0	0	0	0	0.32	0.01	0.09	0	0.013	0.007	0.32	0.5	0	0	1413	1800	1	0	42.22425314	2	1.282	2	473	220	530	41	61	NRIM/CDS/No27A/1983 fdB
20.7	31.83	0.02	1.13	0.39	0	0.48	0	0	0	0	0.32	0.01	0.09	0	0.013	0.007	0.32	0.5	0	0	1413	1800	1	0	42.22425314	2	1.282	2	573	200	530	45	57	NRIM/CDS/No27A/1983 fdB
20.7	31.83	0.02	1.13	0.39	0	0.48	0	0	0	0	0.32	0.01	0.09	0	0.013	0.007	0.32	0.5	0	0	1413	1800	1	0	42.22425314	2	1.282	2	673	200	530	47	57	NRIM/CDS/No27A/1983 fdB
20.7	31.83	0.02	1.13	0.39	0	0.48	0	0	0	0	0.32	0.01	0.09	0	0.013	0.007	0.32	0.5	0	0	1413	1800	1	0	42.22425314	2	1.282	2	773	190	530	48	51	NRIM/CDS/No27A/1983 fdB
20.7	31.83	0.02	1.13	0.39	0	0.48	0	0	0	0	0.32	0.01	0.09	0	0.013	0.007	0.32	0.5	0	0	1413	1800	1	0	42.22425314	2	1.282	2	873	180	500	48	54	NRIM/CDS/No27A/1983 fdB
20.7	31.83	0.02	1.13	0.39	0	0.48	0	0	0	0	0.32	0.01	0.09	0	0.013	0.007	0.32	0.5	0	0	1413	1800	1	0	42.22425314	2	1.282	2	973	160	410	43	41	NRIM/CDS/No27A/1983 fdB
20.7	31.83	0.02	1.13	0.39	0	0.48	0	0	0	0	0.32	0.01	0.09	0	0.013	0.007	0.32	0.5	0	0	1413	1800	1	0	42.22425314	2	1.282	2	1073	140	220	81	60	NRIM/CDS/No27A/1983 fdB
20.7	31.83	0.02	1.13	0.39	0	0.48	0	0	0	0	0.32	0.01	0.09	0	0.013	0.007	0.32	0.5	0	0	1413	1800	1	0	42.22425314	2	1.282	2	1173	94	130	74	64	NRIM/CDS/No27A/1983 fdB
20.7	31.83	0.02	1.13	0.39	0	0.48	0	0	0	0	0.32	0.01	0.09	0	0.013	0.007	0.32	0.5	0	0	1413	1800	1	0	42.22425314	2	1.282	2	1273	66	87	78	75	NRIM/CDS/No27A/1983 fdB
20.35	33.09	0.1	0.94	0.47	0	0.45	0	0	0	0	0.1	0.012	0.07	0	0.013	0.009	0.32	0.45	0	0	1423	660	1	0	84.44850629	3	1.6	2	298	240	580	49	76	NRIM/CDS/No27A/1983 fdC
20.35	33.09	0.1	0.94	0.47	0	0.45	0	0	0	0	0.1	0.012	0.07	0	0.013	0.009	0.32	0.45	0	0	1423	660	1	0	84.44850629	3	1.6	2	373	220	540	47	76	NRIM/CDS/No27A/1983 fdC
20.35	33.09	0.1	0.94	0.47	0	0.45	0	0	0	0	0.1	0.012	0.07	0	0.013	0.009	0.32	0.45	0	0	1423	660	1	0	84.44850629	3	1.6	2	473	190	520	44	71	NRIM/CDS/No27A/1983 fdC
20.35	33.09	0.1	0.94	0.47	0	0.45	0	0	0	0	0.1	0.012	0.07	0	0.013	0.009	0.32	0.45	0	0	1423	660	1	0	84.44850629	3	1.6	2	573	180	510	45	71	NRIM/CDS/No27A/1983 fdC
20.35	33.09	0.1	0.94	0.47	0	0.45	0	0	0	0	0.1	0.012	0.07	0	0.013	0.009	0.32	0.45	0	0	1423	660	1	0	84.44850629	3	1.6	2	673	160	510	50	68	NRIM/CDS/No27A/1983 fdC
20.35	33.09	0.1	0.94	0.47	0	0.45	0	0	0	0	0.1	0.012	0.07	0	0.013	0.009	0.32	0.45	0	0	1423	660	1	0	84.44850629	3	1.6	2	773	150	500	49	63	NRIM/CDS/No27A/1983 fdC
20.35	33.09	0.1	0.94	0.47	0	0.45	0	0	0	0	0.1	0.012	0.07	0	0.013	0.009	0.32	0.45	0	0	1423	660	1	0	84.44850629	3	1.6	2	873	160	470	48	58	NRIM/CDS/No27A/1983 fdC
20.35	33.09	0.1	0.94	0.47	0	0.45	0	0	0	0	0.1	0.012	0.07	0	0.013	0.009	0.32	0.45	0	0	1423	660	1	0	84.44850629	3	1.6	2	973	130	370	42	45	NRIM/CDS/No27A/1983 fdC
20.35	33.09	0.1	0.94	0.47	0	0.45	0	0	0	0	0.1	0.012	0.07	0	0.013	0.009	0.32	0.45	0	0	1423	660	1	0	84.44850629	3	1.6	2	1073	120	220	98	70	NRIM/CDS/No27A/1983 fdC
20.35	33.09	0.1	0.94	0.47	0	0.45	0	0	0	0	0.1	0.012	0.07	0	0.013	0.009	0.32	0.45	0	0	1423	660	1	0	84.44850629	3	1.6	2	1173	72	120	106	82	NRIM/CDS/No27A/1983 fdC
20.35	33.09	0.1	0.94	0.47	0	0.45	0	0	0	0	0.1	0.012	0.07	0	0.013	0.009	0.32	0.45	0	0	1423	660	1	0	84.44850629	3	1.6	2	1273	48	74	99	88	NRIM/CDS/No27A/1983 fdC
20.19	32.37	0.09	0.92	0.46	0	0.45	0	0	0	0	0.08	0.017	0.07	0	0.014	0.006	0.27	0.44	0	0	1423	660	1	0	103.9683067	3	1.6	2	298	230	600	47	75	NRIM/CDS/No27A/1983 fdD
20.19	32.37	0.09	0.92	0.46	0	0.45	0	0	0	0	0.08	0.017	0.07	0	0.014	0.006	0.27	0.44	0	0	1423	660	1	0	103.9683067	3	1.6	2	373	210	550	45	73	NRIM/CDS/No27A/1983 fdD
20.19	32.37	0.09	0.92	0.46	0	0.45	0	0	0	0	0.08	0.017	0.07	0	0.014	0.006	0.27	0.44	0	0	1423	660	1	0	103.9683067	3	1.6	2	473	190	520	41	72	NRIM/CDS/No27A/1983 fdD
20.19	32.37	0.09	0.92	0.46	0	0.45	0	0	0	0	0.08	0.017	0.07	0	0.014	0.006	0.27	0.44	0	0	1423	660	1	0	103.9683067	3	1.6	2	573	170	520	44	65	NRIM/CDS/No27A/1983 fdD
20.19	32.37	0.09	0.92	0.46	0	0.45	0	0	0	0	0.08	0.017	0.07	0	0.014	0.006	0.27	0.44	0	0	1423	660	1	0	103.9683067	3	1.6	2	673	170	520	44	61	NRIM/CDS/No27A/1983 fdD
20.19	32.37	0.09	0.92	0.46	0	0.45	0	0	0	0	0.08	0.017	0.07	0	0.014	0.006	0.27	0.44	0	0	1423	660	1	0	103.9683067	3	1.6	2	773	150	520	45	56	NRIM/CDS/No27A/1983 fdD
20.19	32.37	0.09	0.92	0.46	0	0.45	0	0	0	0	0.08	0.017	0.07	0	0.014	0.006	0.27	0.44	0	0	1423	660	1	0	103.9683067	3	1.6	2	873	150	480	42	58	NRIM/CDS/No27A/1983 fdD
20.19	32.37	0.09	0.92	0.46	0	0.45	0	0	0	0	0.08	0.017	0.07	0	0.014	0.006	0.27	0.44	0	0	1423	660	1	0	103.9683067	3	1.6	2	973	140	370	44	45	NRIM/CDS/No27A/1983 fdD
20.19	32.37	0.09	0.92	0.46	0	0.45	0	0	0	0	0.08	0.017	0.07	0	0.014	0.006	0.27	0.44	0	0	1423	660	1	0	103.9683067	3	1.6	2	1073	120	210	97	71	NRIM/CDS/No27A/1983 fdD
20.19	32.37	0.09	0.92	0.46	0	0.45	0	0	0	0	0.08	0.017	0.07	0	0.014	0.006	0.27	0.44	0	0	1423	660	1	0	103.9683067	3	1.6	2	1173	73	120	111	86	NRIM/CDS/No27A/1983 fdD
20.19	32.37	0.09	0.92	0.46	0	0.45	0	0	0	0	0.08	0.017	0.07	0	0.014	0.006	0.27	0.44	0	0	1423	660	1	0	103.9683067	3	1.6	2	1273	49	75	98	92	NRIM/CDS/No27A/1983 fdD
20.3	31.86	0.04	1.06	0.53	0	0.49	0	0	0	0	0.34	0.01	0.07	0	0.014	0.05	0.32	0.52	0	0	1413	1800	1	0	59.71411146	2	0.56	2	298	230	570	48	70	NRIM/CDS/No27A/1983 fdE
20.3	31.86	0.04	1.06	0.53	0	0.49	0	0	0	0	0.34	0.01	0.07	0	0.014	0.05	0.32	0.52	0	0	1413	1800	1	0	59.71411146	2	0.56	2	373	200	530	48	70	NRIM/CDS/No27A/1983 fdE
20.3	31.86	0.04	1.06	0.53	0	0.49	0	0	0	0	0.34	0.01	0.07	0	0.014	0.05	0.32	0.52	0	0	1413	1800	1	0	59.71411146	2	0.56	2	473	170	510	44	68	NRIM/CDS/No27A/1983 fdE
20.3	31.86	0.04	1.06	0.53	0	0.49	0	0	0	0	0.34	0.01	0.07	0	0.014	0.05	0.32	0.52	0	0	1413	1800	1	0	59.71411146	2	0.56	2	573	170	510	46	58	NRIM/CDS/No27A/1983 fdE
20.3	31.86	0.04	1.06	0.53	0	0.49	0	0	0	0	0.34	0.01	0.07	0	0.014	0.05	0.32	0.52	0	0	1413	1800	1	0	59.71411146	2	0.56	2	673	160	510	49	60	NRIM/CDS/No27A/1983 fdE
20.3	31.86	0.04	1.06	0.53	0	0.49	0	0	0	0	0.34	0.01	0.07	0	0.014	0.05	0.32	0.52	0	0	1413	1800	1	0	59.71411146	2	0.56	2	773	150	510	52	56	NRIM/CDS/No27A/1983 fdE
20.3	31.86	0.04	1.06	0.53	0	0.49	0	0	0	0	0.34	0.01	0.07	0	0.014	0.05	0.32	0.52	0	0	1413	1800	1	0	59.71411146	2	0.56	2	873	140	460	49	60	NRIM/CDS/No27A/1983 fdE
20.3	31.86	0.04	1.06	0.53	0	0.49	0	0	0	0	0.34	0.01	0.07	0	0.014	0.05	0.32	0.52	0	0	1413	1800	1	0	59.71411146	2	0.56	2	973	140	370	42	40	NRIM/CDS/No27A/1983 fdE
20.3	31.86	0.04	1.06	0.53	0	0.49	0	0	0	0	0.34	0.01	0.07	0	0.014	0.05	0.32	0.52	0	0	1413	1800	1	0	59.71411146	2	0.56	2	1073	130	210	83	64	NRIM/CDS/No27A/1983 fdE
20.3	31.86	0.04	1.06	0.53	0	0.49	0	0	0	0	0.34	0.01	0.07	0	0.014	0.05	0.32	0.52	0	0	1413	1800	1	0	59.71411146	2	0.56	2	1173	76	120	82	83	NRIM/CDS/No27A/1983 fdE
20.3	31.86	0.04	1.06	0.53	0	0.49	0	0	0	0	0.34	0.01	0.07	0	0.014	0.05	0.32	0.52	0	0	1413	1800	1	0	59.71411146	2	0.56	2	1273	49	71	87	95	NRIM/CDS/No27A/1983 fdE
20.24	31.83	0.09	1.16	0.5	0	0.46	0	0	0	0	0.31	0.01	0.1	0	0.017	0.01	0.37	0.5	0	0	1413	1800	1	0	48.50293013	2	1.205	2	298	270	590	48	65	NRIM/CDS/No27A/1983 fdF
20.24	31.83	0.09	1.16	0.5	0	0.46	0	0	0	0	0.31	0.01	0.1	0	0.017	0.01	0.37	0.5	0	0	1413	1800	1	0	48.50293013	2	1.205	2	373	240	550	45	64	NRIM/CDS/No27A/1983 fdF
20.24	31.83	0.09	1.16	0.5	0	0.46	0	0	0	0	0.31	0.01	0.1	0	0.017	0.01	0.37	0.5	0	0	1413	1800	1	0	48.50293013	2	1.205	2	473	220	530	44	61	NRIM/CDS/No27A/1983 fdF
20.24	31.83	0.09	1.16	0.5	0	0.46	0	0	0	0	0.31	0.01	0.1	0	0.017	0.01	0.37	0.5	0	0	1413	1800	1	0	48.50293013	2	1.205	2	573	200	530	44	57	NRIM/CDS/No27A/1983 fdF
20.24	31.83	0.09	1.16	0.5	0	0.46	0	0	0	0	0.31	0.01	0.1	0	0.017	0.01	0.37	0.5	0	0	1413	1800	1	0	48.50293013	2	1.205	2	673	200	530	47	55	NRIM/CDS/No27A/1983 fdF
20.24	31.83	0.09	1.16	0.5	0	0.46	0	0	0	0	0.31	0.01	0.1	0	0.017	0.01	0.37	0.5	0	0	1413	1800	1	0	48.50293013	2	1.205	2	773	190	530	49	55	NRIM/CDS/No27A/1983 fdF
20.24	31.83	0.09	1.16	0.5	0	0.46	0	0	0	0	0.31	0.01	0.1	0	0.017	0.01	0.37	0.5	0	0	1413	1800	1	0	48.50293013	2	1.205	2	873	180	500	47	52	NRIM/CDS/No27A/1983 fdF
20.24	31.83	0.09	1.16	0.5	0	0.46	0	0	0	0	0.31	0.01	0.1	0	0.017	0.01	0.37	0.5	0	0	1413	1800	1	0	48.50293013	2	1.205	2	973	170	410	37	36	NRIM/CDS/No27A/1983 fdF
20.24	31.83	0.09	1.16	0.5	0	0.46	0	0	0	0	0.31	0.01	0.1	0	0.017	0.01	0.37	0.5	0	0	1413	1800	1	0	48.50293013	2	1.205	2	1073	140	220	66	54	NRIM/CDS/No27A/1983 fdF
20.24	31.83	0.09	1.16	0.5	0	0.46	0	0	0	0	0.31	0.01	0.1	0	0.017	0.01	0.37	0.5	0	0	1413	1800	1	0	48.50293013	2	1.205	2	1173	90	130	80	65	NRIM/CDS/No27A/1983 fdF
20.24	31.83	0.09	1.16	0.5	0	0.46	0	0	0	0	0.31	0.01	0.1	0	0.017	0.01	0.37	0.5	0	0	1413	1800	1	0	48.50293013	2	1.205	2	1273	63	83	73	72	NRIM/CDS/No27A/1983 fdF
17.85	12	0.04	1.71	0.6	0.74	0.019	0	0	0.031	0	0.05	0.0284	0.07	0.0012	0.02	0.005	0.29	0.019	0	0	Na	Na	Na	Na	337.7940252	1	3.35	1	298	240	620	60	74	NRIM/CDS/No28B/2001 AEA
17.85	12	0.04	1.71	0.6	0.74	0.019	0	0	0.031	0	0.05	0.0284	0.07	0.0012	0.02	0.005	0.29	0.019	0	0	Na	Na	Na	Na	337.7940252	1	3.35	1	373	219	533	49	75	NRIM/CDS/No28B/2001 AEA
17.85	12	0.04	1.71	0.6	0.74	0.019	0	0	0.031	0	0.05	0.0284	0.07	0.0012	0.02	0.005	0.29	0.019	0	0	Na	Na	Na	Na	337.7940252	1	3.35	1	473	232	485	42	73	NRIM/CDS/No28B/2001 AEA
17.85	12	0.04	1.71	0.6	0.74	0.019	0	0	0.031	0	0.05	0.0284	0.07	0.0012	0.02	0.005	0.29	0.019	0	0	Na	Na	Na	Na	337.7940252	1	3.35	1	573	174	478	36	66	NRIM/CDS/No28B/2001 AEA
17.85	12	0.04	1.71	0.6	0.74	0.019	0	0	0.031	0	0.05	0.0284	0.07	0.0012	0.02	0.005	0.29	0.019	0	0	Na	Na	Na	Na	337.7940252	1	3.35	1	673	166	482	36	63	NRIM/CDS/No28B/2001 AEA
17.85	12	0.04	1.71	0.6	0.74	0.019	0	0	0.031	0	0.05	0.0284	0.07	0.0012	0.02	0.005	0.29	0.019	0	0	Na	Na	Na	Na	337.7940252	1	3.35	1	773	168	474	38	66	NRIM/CDS/No28B/2001 AEA
17.85	12	0.04	1.71	0.6	0.74	0.019	0	0	0.031	0	0.05	0.0284	0.07	0.0012	0.02	0.005	0.29	0.019	0	0	Na	Na	Na	Na	337.7940252	1	3.35	1	823	156	464	37	63	NRIM/CDS/No28B/2001 AEA
17.85	12	0.04	1.71	0.6	0.74	0.019	0	0	0.031	0	0.05	0.0284	0.07	0.0012	0.02	0.005	0.29	0.019	0	0	Na	Na	Na	Na	337.7940252	1	3.35	1	873	150	441	36	61	NRIM/CDS/No28B/2001 AEA
17.85	12	0.04	1.71	0.6	0.74	0.019	0	0	0.031	0	0.05	0.0284	0.07	0.0012	0.02	0.005	0.29	0.019	0	0	Na	Na	Na	Na	337.7940252	1	3.35	1	923	146	410	36	59	NRIM/CDS/No28B/2001 AEA
17.85	12	0.04	1.71	0.6	0.74	0.019	0	0	0.031	0	0.05	0.0284	0.07	0.0012	0.02	0.005	0.29	0.019	0	0	Na	Na	Na	Na	337.7940252	1	3.35	1	973	160	369	37	52	NRIM/CDS/No28B/2001 AEA
17.85	12	0.04	1.71	0.6	0.74	0.019	0	0	0.031	0	0.05	0.0284	0.07	0.0012	0.02	0.005	0.29	0.019	0	0	Na	Na	Na	Na	337.7940252	1	3.35	1	1023	161	314	35	42	NRIM/CDS/No28B/2001 AEA
17.8	12.2	0.05	1.66	0.49	0.82	0.018	0	0	0.038	0	0.03	0.0236	0.06	0.0012	0.023	0.006	0.27	0.023	0	0	Na	Na	Na	Na	207.9366135	1	3.35	1	298	260	580	63	74	NRIM/CDS/No28B/2001 AEB
17.8	12.2	0.05	1.66	0.49	0.82	0.018	0	0	0.038	0	0.03	0.0236	0.06	0.0012	0.023	0.006	0.27	0.023	0	0	Na	Na	Na	Na	207.9366135	1	3.35	1	373	229	492	50	77	NRIM/CDS/No28B/2001 AEB
17.8	12.2	0.05	1.66	0.49	0.82	0.018	0	0	0.038	0	0.03	0.0236	0.06	0.0012	0.023	0.006	0.27	0.023	0	0	Na	Na	Na	Na	207.9366135	1	3.35	1	473	199	453	42	74	NRIM/CDS/No28B/2001 AEB
17.8	12.2	0.05	1.66	0.49	0.82	0.018	0	0	0.038	0	0.03	0.0236	0.06	0.0012	0.023	0.006	0.27	0.023	0	0	Na	Na	Na	Na	207.9366135	1	3.35	1	573	188	441	38	72	NRIM/CDS/No28B/2001 AEB
17.8	12.2	0.05	1.66	0.49	0.82	0.018	0	0	0.038	0	0.03	0.0236	0.06	0.0012	0.023	0.006	0.27	0.023	0	0	Na	Na	Na	Na	207.9366135	1	3.35	1	673	169	443	38	69	NRIM/CDS/No28B/2001 AEB
17.8	12.2	0.05	1.66	0.49	0.82	0.018	0	0	0.038	0	0.03	0.0236	0.06	0.0012	0.023	0.006	0.27	0.023	0	0	Na	Na	Na	Na	207.9366135	1	3.35	1	773	168	442	38	68	NRIM/CDS/No28B/2001 AEB
17.8	12.2	0.05	1.66	0.49	0.82	0.018	0	0	0.038	0	0.03	0.0236	0.06	0.0012	0.023	0.006	0.27	0.023	0	0	Na	Na	Na	Na	207.9366135	1	3.35	1	823	174	428	38	67	NRIM/CDS/No28B/2001 AEB
17.8	12.2	0.05	1.66	0.49	0.82	0.018	0	0	0.038	0	0.03	0.0236	0.06	0.0012	0.023	0.006	0.27	0.023	0	0	Na	Na	Na	Na	207.9366135	1	3.35	1	873	167	410	38	66	NRIM/CDS/No28B/2001 AEB
17.8	12.2	0.05	1.66	0.49	0.82	0.018	0	0	0.038	0	0.03	0.0236	0.06	0.0012	0.023	0.006	0.27	0.023	0	0	Na	Na	Na	Na	207.9366135	1	3.35	1	923	158	385	34	55	NRIM/CDS/No28B/2001 AEB
17.8	12.2	0.05	1.66	0.49	0.82	0.018	0	0	0.038	0	0.03	0.0236	0.06	0.0012	0.023	0.006	0.27	0.023	0	0	Na	Na	Na	Na	207.9366135	1	3.35	1	973	161	331	16	20	NRIM/CDS/No28B/2001 AEB
17.8	12.2	0.05	1.66	0.49	0.82	0.018	0	0	0.038	0	0.03	0.0236	0.06	0.0012	0.023	0.006	0.27	0.023	0	0	Na	Na	Na	Na	207.9366135	1	3.35	1	1023	165	279	11	16	NRIM/CDS/No28B/2001 AEB
17.95	12.2	0.1	1.73	0.62	0.72	0.019	0	0	0.032	0	0.04	0.0216	0.07	0.0016	0.024	0.007	0.29	0.012	0	0	Na	Na	Na	Na	315.1729698	1	3.35	1	298	240	560	66	78	NRIM/CDS/No28B/2001 AEC
17.95	12.2	0.1	1.73	0.62	0.72	0.019	0	0	0.032	0	0.04	0.0216	0.07	0.0016	0.024	0.007	0.29	0.012	0	0	Na	Na	Na	Na	315.1729698	1	3.35	1	373	226	494	51	77	NRIM/CDS/No28B/2001 AEC
17.95	12.2	0.1	1.73	0.62	0.72	0.019	0	0	0.032	0	0.04	0.0216	0.07	0.0016	0.024	0.007	0.29	0.012	0	0	Na	Na	Na	Na	315.1729698	1	3.35	1	473	181	453	43	74	NRIM/CDS/No28B/2001 AEC
17.95	12.2	0.1	1.73	0.62	0.72	0.019	0	0	0.032	0	0.04	0.0216	0.07	0.0016	0.024	0.007	0.29	0.012	0	0	Na	Na	Na	Na	315.1729698	1	3.35	1	573	181	444	42	68	NRIM/CDS/No28B/2001 AEC
17.95	12.2	0.1	1.73	0.62	0.72	0.019	0	0	0.032	0	0.04	0.0216	0.07	0.0016	0.024	0.007	0.29	0.012	0	0	Na	Na	Na	Na	315.1729698	1	3.35	1	673	167	442	41	67	NRIM/CDS/No28B/2001 AEC
